"","species","genus","family","order","class","phylum","NSDM.group","CH3Div.group","NSDM.scheme","CH3Div.scheme","Dispersal_km"
"408","Andrena carantonica","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6164
"409","Andrena chrysosceles","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3379
"410","Andrena cineraria","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5093
"411","Andrena combinata","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4533
"412","Andrena congruens","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6693
"413","Andrena curvungula","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5066
"414","Andrena dorsata","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5678
"415","Andrena falsifica","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4805
"416","Andrena flavipes","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4665
"417","Andrena florea","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4019
"418","Andrena fucata","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3415
"419","Andrena fulva","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3027
"420","Andrena fulvago","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4366
"421","Andrena fulvata","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3099
"422","Andrena gravida","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5359
"423","Andrena haemorrhoa","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6351
"424","Andrena hattorfiana","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.578
"425","Andrena helvola","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6038
"426","Andrena humilis","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5747
"427","Andrena intermedia","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4598
"428","Andrena labialis","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6611
"429","Andrena labiata","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6311
"430","Andrena lagopus","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.417
"431","Andrena lapponica","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5147
"432","Andrena lathyri","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5389
"433","Andrena minutula","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4908
"434","Andrena minutuloides","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.447
"435","Andrena mitis","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.35515
"436","Andrena nigroaenea","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.524
"437","Andrena nigroolivacea","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4938
"438","Andrena nitida","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4369
"439","Andrena nitidiuscula","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5386
"440","Andrena ovatula","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6278
"441","Andrena pandellei","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5179
"442","Andrena praecox","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4883
"443","Andrena propinqua","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6705
"444","Andrena proxima","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4574
"445","Andrena rosae","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6429
"446","Andrena ruficrus","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3927
"447","Andrena semilaevis","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4446
"448","Andrena similis","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4107
"449","Andrena strohmella","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6187
"450","Andrena subopaca","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5941
"451","Andrena thoracica","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4552
"452","Andrena tibialis","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4635
"453","Andrena vaga","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4578
"454","Andrena ventralis","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5421
"455","Andrena viridescens","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5578
"456","Andrena wilkella","Andrena","Andrenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4433
"518","Anthidiellum strigatum","Anthidiellum","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5027
"519","Anthidium manicatum","Anthidium","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3296
"520","Anthidium montanum","Anthidium","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4485
"521","Anthidium oblongatum","Anthidium","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4019
"522","Anthidium punctatum","Anthidium","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3782
"525","Anthophora aestivalis","Anthophora","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5896
"526","Anthophora crinipes","Anthophora","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6258
"527","Anthophora furcata","Anthophora","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4804
"528","Anthophora plumipes","Anthophora","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4473
"529","Anthophora quadrimaculata","Anthophora","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5636
"948","Bombus barbutellus","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5005
"949","Bombus bohemicus","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6169
"950","Bombus campestris","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.559
"951","Bombus cryptarum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4409
"952","Bombus gerstaeckeri","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5313
"953","Bombus hortorum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.8698
"954","Bombus humilis","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.64
"955","Bombus hypnorum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.563
"956","Bombus jonellus","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4276
"957","Bombus lapidarius","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6681
"958","Bombus lucorum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.626255
"959","Bombus mendax","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.2601
"960","Bombus mesomelas","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6334
"961","Bombus monticola","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5742
"962","Bombus mucidus","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3673
"963","Bombus norvegicus","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3649
"964","Bombus pascuorum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3364
"965","Bombus pratorum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5203
"966","Bombus pyrenaeus","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4586
"967","Bombus quadricolor","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5496
"968","Bombus ruderarius","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3836
"969","Bombus ruderatus","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4823
"970","Bombus rupestris","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4975
"971","Bombus sichelii","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3346
"972","Bombus soroeensis","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.7335
"973","Bombus subterraneus","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.8748
"974","Bombus sylvarum","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6112
"975","Bombus sylvestris","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4832
"976","Bombus terrestris","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4103
"977","Bombus vestalis","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4026
"978","Bombus veteranus","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.5126
"979","Bombus wurflenii","Bombus","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4356
"1479","Ceratina chalybea","Ceratina","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4992
"1480","Ceratina cucurbitina","Ceratina","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4845
"1481","Ceratina cyanea","Ceratina","Apidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4471
"1549","Chelostoma campanularum","Chelostoma","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.743
"1550","Chelostoma distinctum","Chelostoma","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4976
"1551","Chelostoma florisomne","Chelostoma","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.2548
"1552","Chelostoma rapunculi","Chelostoma","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4092
"1759","Coelioxys afra","Coelioxys","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.460932530253025
"1760","Coelioxys conica","Coelioxys","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4251
"1761","Coelioxys elongata","Coelioxys","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.460932530253025
"1762","Coelioxys inermis","Coelioxys","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6096
"1763","Coelioxys rufescens","Coelioxys","Megachilidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4666
"1789","Colletes cunicularius","Colletes","Colletidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4682
"1790","Colletes daviesanus","Colletes","Colletidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.4981
"1791","Colletes hederae","Colletes","Colletidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.2895
"1792","Colletes nigricans","Colletes","Colletidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.6758
"1793","Colletes similis","Colletes","Colletidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3934
"2141","Dasypoda hirtipes","Dasypoda","Melittidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.3274
"2159","Delta unguiculatum","Delta","Eumenidae","Hymenoptera","Insecta","Arthropoda","Arthropods (non EPTO)","bees","terrestrial","terrestrial",0.460932530253025
